Restaurant ID,Restaurant Name,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6317637,Le Petit Souffle,"French, Japanese, Desserts",1100,Botswana Pula(P),Yes,No,No,No,3,4.8,Dark Green,Excellent,314
6304287,Izakaya Kikufuji,Japanese,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,591
6300002,Heat - Edsa Shangri-La,"Seafood, Asian, Filipino, Indian",4000,Botswana Pula(P),Yes,No,No,No,4,4.4,Green,Very Good,270
6318506,Ooma,"Japanese, Sushi",1500,Botswana Pula(P),No,No,No,No,4,4.9,Dark Green,Excellent,365
6314302,Sambo Kojin,"Japanese, Korean",1500,Botswana Pula(P),Yes,No,No,No,4,4.8,Dark Green,Excellent,229
18189371,Din Tai Fung,Chinese,1000,Botswana Pula(P),No,No,No,No,3,4.4,Green,Very Good,336
6300781,Buffet 101,"Asian, European",2000,Botswana Pula(P),Yes,No,No,No,4,4,Green,Very Good,520
6301290,Vikings,"Seafood, Filipino, Asian, European",2000,Botswana Pula(P),Yes,No,No,No,4,4.2,Green,Very Good,677
6300010,Spiral - Sofitel Philippine Plaza Manila,"European, Asian, Indian",6000,Botswana Pula(P),Yes,No,No,No,4,4.9,Dark Green,Excellent,621
6314987,Locavore,Filipino,1100,Botswana Pula(P),Yes,No,No,No,3,4.8,Dark Green,Excellent,532
6309903,Silantro Fil-Mex,"Filipino, Mexican",800,Botswana Pula(P),No,No,No,No,3,4.9,Dark Green,Excellent,1070
6309455,Mad Mark's Creamery & Good Eats,"American, Ice Cream, Desserts",900,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,488
6318433,Silantro Fil-Mex,"Filipino, Mexican",800,Botswana Pula(P),No,No,No,No,3,4.8,Dark Green,Excellent,294
6310470,Guevarra's,Filipino,1000,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,458
6314605,Sodam Korean Restaurant,Korean,700,Botswana Pula(P),No,No,No,No,3,4.3,Green,Very Good,223
18185059,Cafe Arabelle,"Cafe, American, Italian, Filipino",800,Botswana Pula(P),No,No,No,No,3,3.6,Yellow,Good,29
18182702,Nonna's Pasta & Pizzeria,"Italian, Pizza",850,Botswana Pula(P),No,No,No,No,3,4,Green,Very Good,72
6318213,Balay Dako,Filipino,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,211
18255654,Hobing Korean Dessert Cafe,"Cafe, Korean, Desserts",600,Botswana Pula(P),No,No,No,No,2,4.5,Dark Green,Excellent,118
6308205,Wildflour Cafe + Bakery,"Cafe, Bakery, American, Italian",1500,Botswana Pula(P),Yes,No,No,No,4,4.4,Green,Very Good,392
6315438,NIU by Vikings,"Seafood, American, Mediterranean, Japanese",3000,Botswana Pula(P),Yes,No,No,No,4,4.7,Dark Green,Excellent,535
6310406,The Food Hall by Todd English,"American, Asian, Italian, Seafood",1800,Botswana Pula(P),Yes,No,No,No,4,4.5,Dark Green,Excellent,618
6600681,Chez Michou,"Fast Food, French",55,Brazilian Real(R$),No,No,No,No,2,3,Orange,Average,6
6601005,Caf� Daniel Briand,Cafe,30,Brazilian Real(R$),No,No,No,No,1,3.8,Yellow,Good,9
6600292,Casa do Biscoito Mineiro,Bakery,45,Brazilian Real(R$),No,No,No,No,2,3.7,Yellow,Good,11
6600441,Maori,Brazilian,60,Brazilian Real(R$),No,No,No,No,3,3.8,Yellow,Good,11
6600970,Pizza �� Bessa,Pizza,50,Brazilian Real(R$),No,No,No,No,2,3.2,Orange,Average,11
6600379,Sushi Loko,Japanese,80,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,10
6600214,Beirute,Arabian,90,Brazilian Real(R$),No,No,No,No,3,3.7,Yellow,Good,8
6601218,New Koto,Japanese,200,Brazilian Real(R$),No,No,No,No,4,3.7,Yellow,Good,5
6600060,Sandubas Caf�,"Brazilian, Cafe",30,Brazilian Real(R$),No,No,No,No,1,0,White,Not rated,2
6600083,Villa Tevere,Italian,150,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,12
6601515,Rovereto,Pizza,100,Brazilian Real(R$),No,No,No,No,4,3.1,Orange,Average,9
6601361,Buena Carne,"Bar Food, Brazilian",60,Brazilian Real(R$),No,No,No,No,3,3.6,Yellow,Good,9
6601602,Taco Pep,"Mexican, Grill",100,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,29
6601589,Coco Bambu,International,230,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,17
6601862,Tayp��,"Peruvian, Latin American",100,Brazilian Real(R$),No,No,No,No,4,3.6,Yellow,Good,5
6601595,Outback Steakhouse,"American, Grill",150,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,10
6601158,Manzu��,Seafood,240,Brazilian Real(R$),No,No,No,No,4,3.2,Orange,Average,6
6600427,Coco Bambu,International,230,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,30
6600116,Gero,Italian,350,Brazilian Real(R$),No,No,No,No,4,3.3,Orange,Average,8
6601457,Brazilian American Burgers,"American, Burger",50,Brazilian Real(R$),No,No,No,No,2,3.6,Yellow,Good,9
7303219,Pesqueiro Eco Gourmet,"Seafood, Bar Food, Brazilian",140,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,7
7304307,Confeitaria Colombo,"Desserts, Cafe",100,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,29
7301215,Bibi,"Juices, Healthy Food",60,Brazilian Real(R$),No,No,No,No,3,4.7,Dark Green,Excellent,24
7300596,Cervantes,"Beverages, Bar Food, Fast Food",90,Brazilian Real(R$),No,No,No,No,3,4.5,Dark Green,Excellent,29
7300612,Amir,Lebanese,170,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,11
7300704,TT Burger,Burger,60,Brazilian Real(R$),No,No,No,No,3,4.8,Dark Green,Excellent,19
7300955,Braseiro da G��vea,"Brazilian, Bar Food",100,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,40
7300521,Balada Mix,"Brazilian, Healthy Food, Juices, Pizza",90,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,21
7300515,Garota de Ipanema,"Brazilian, Bar Food",120,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,49
7300483,Zaz�� Bistr�� Tropical,Brazilian,170,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,21
7301064,Fil� de Ouro,Brazilian,90,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,14
7304312,D.O.C Ristorante,Italian,150,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,5
7300004,Sushi Leblon,Japanese,250,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,25
7300868,Talho Capixaba,"Bakery, Sandwich, Brazilian",120,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,13
7302637,Leme Light,Brazilian,40,Brazilian Real(R$),No,No,No,No,2,4.2,Green,Very Good,7
7302140,Shirley,"Brazilian, Seafood",250,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,8
7305048,Quiosque Chopp Brahma,"Bar Food, Brazilian",70,Brazilian Real(R$),No,No,No,No,3,0,White,Not rated,1
7302898,Apraz�_vel,Brazilian,300,Brazilian Real(R$),No,No,No,No,4,4.7,Dark Green,Excellent,44
7302859,Aconchego Carioca,"Brazilian, Bar Food",85,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,24
7301700,Garota de Ipanema,"Brazilian, Bar Food",80,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,10
6706313,Cantina Famiglia Mancini,"Italian, Pizza",250,Brazilian Real(R$),No,No,No,No,4,4.5,Dark Green,Excellent,49
6704326,Templo da Carne - Marcos Bassi,"Steak, BBQ",250,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,17
6711179,Gopala Hari,Indian,70,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,5
6702797,Jiquitaia,Brazilian,100,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,15
6700475,Skye - Hotel Unique,"Beverages, International",300,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,59
6713413,Les 3 Brasseurs,"French, Brazilian, Beverages",120,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,30
6714340,Red Steak & Burger,"Brazilian, Grill",75,Brazilian Real(R$),No,No,No,No,3,3.9,Yellow,Good,5
6710645,Cantinho da Gula,Brazilian,55,Brazilian Real(R$),No,No,No,No,2,0,White,Not rated,0
6700402,Paris 6 Classique,French,200,Brazilian Real(R$),No,No,No,No,4,3.4,Orange,Average,73
6700846,Kawa Sushi,"Sushi, Japanese",120,Brazilian Real(R$),No,No,No,No,4,3.5,Yellow,Good,9
6702159,A Figueira Rubaiyat,"BBQ, Grill, Brazilian",300,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,39
6711666,Kinoshita,Sushi,230,Brazilian Real(R$),No,No,No,No,4,3.9,Yellow,Good,12
6701257,Meats,"Gourmet Fast Food, Burger",120,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,68
6706211,Paribar,"Brazilian, Italian",150,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,46
6705858,Terra�_o It��lia,Italian,400,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,37
6701419,Divino Fog�o,"Brazilian, Mineira",65,Brazilian Real(R$),No,No,No,No,3,0,White,Not rated,2
6703956,Super Grill,Brazilian,50,Brazilian Real(R$),No,No,No,No,2,0,White,Not rated,2
6709580,Esquina Mocot�_,"Brazilian, North Eastern",100,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,22
6703176,Veloso,"Brazilian, Bar Food, Beverages",70,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,58
6713772,Sainte Marie Gastronomia,"Lebanese, Arabian",120,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11
17284404,Austin's BBQ and Oyster Bar,"BBQ, Burger, Seafood",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35
17284203,BJ's Country Buffet,"American, BBQ",10,Dollar($),No,No,No,No,1,3.3,Orange,Average,25
17284302,El Vaquero Mexican Restaurant,Mexican,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,45
17284397,Elements Coffee Co - Northwest,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26
17284094,Chick-fil-A,Fast Food,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,67
17284409,Guang Zhou Chinese Restaurant,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141
17284139,Harvest Moon,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147
17284403,Henry Campbell's Steakhouse,"Steak, Tapas, Bar Food",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51
17284145,Hong Kong Cafe,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88
17284150,House of China Restaurant II,Chinese,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,153
17284175,Locos Grill & Pub,"American, Burger, Sandwich",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57
17284179,Longhorn Steakhouse,"American, Steak",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58
17284197,Mikata Japanese Steakhouse,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115
17284241,Shogun Japanese Steak House,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51
17284390,The Catch Seafood Room & Oyster Bar,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250
17284279,Villa Gargano,"Italian, Pizza",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117
17284364,3 Squares Diner,"American, Breakfast, Diner",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20
16611114,Whitebull Hotel,"Bar Food, Steak",20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25
17293281,Last Resort Grill,"American, Southern, Southwestern",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821
17293301,Mama's Boy Restaurant,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849
17293409,Sr. Sol 1,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917
17293163,Choo Choo Eastside,"Japanese, Korean",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439
17293228,The Grill,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289
17293880,Big City Bread Cafe,"Breakfast, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558
17293169,Clocked,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613
17293186,DePalma's Italian Cafe - Downtown,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4,Green,Very Good,353
17293180,DePalma's Italian Cafe - East Side,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387
17293205,Five & Ten,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,755
17293229,Grit,"International, Southern, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800
17293897,Ike & Jane,Sandwich,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,350
17293273,La Dolce Vita Ristorante,Italian,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,464
17293870,Shokitini,"Asian, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550
17293877,Taqueria Del Sol,"Mexican, Spanish",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543
17293890,The National,"International, Southern",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465
17293915,The Royal Peasant,Bar Food,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,546
17293422,Transmetropolitan,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098
17293873,Trappeze Pub,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579
17294014,Viva! Argentine Cuisine,"Desserts, Latin American, Argentine",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374
17294556,Miyabi Kyoto Japanese Steak House,"Chinese, Steak",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717
17294607,Rae's Coastal Cafe,"American, Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548
17294279,The Bee's Knees,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631
17294300,Boll Weevil Cafe,"Desserts, Sandwich, Southern",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372
17295215,Farmhaus Burger,"American, Burger",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201
17295028,Manuel's Bread Cafe,"Breakfast, French",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332
17294642,Sconyers Bar B Que,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304
17295109,Frog Hollow Tavern,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368
17294441,Giuseppe's Pizza & Italian Specialities,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430
17294552,Mellow Mushroom,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433
17294565,Nacho Mamas Burritos,Mexican,10,Dollar($),No,No,No,No,1,4,Green,Very Good,380
17294623,Rhinehart's Oyster Bar,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,456
17294712,Takosushi,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647
17295033,The Chop House,Steak,40,Dollar($),No,No,No,No,3,4,Green,Very Good,360
17295069,The Taj of India,Indian,25,Dollar($),No,No,No,No,2,4,Green,Very Good,227
17294261,Augsburg Haus,German,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290
17295115,Pho Bac,Vietnamese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270
17294836,Rhinehart's Oyster Bar,"Burger, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,326
17294850,Thai Kitchen,Thai,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317
17294883,El Kiosco Mexican Restaurant,Mexican,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300
16608864,Taste of Balingup,Modern Australian,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21
16604911,Bridge Road Brewers,"Pizza, Bar Food",20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237
17303465,Bardenay,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
17303642,Flatbread Neapolitan Pizzeria,"Italian, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615
17303670,Goldy's Breakfast Bistro,"Breakfast, Sandwich",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879
17303545,Chandlers Steakhouse,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379
17303655,Bar Gernika Basque Pub & Eatery,"European, Spanish",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303
17304691,Barbacoa Restaurant,"Latin American, Steak",70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538
17303478,Big Jud's,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334
17303480,Bittercreek Ale House,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555
17304733,Boise Fry Company,"American, Burger",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823
17303646,Flying Pie Pizzaria,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,550
17304929,Fork,"American, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650
17303684,Guido's Original New York Style Pizza,Pizza,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,410
17303772,Los Beto's,Mexican,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,660
17305123,Lucianos Italian Restaurant,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360
17303787,Mai Thai Restaurant,"Sushi, Thai",40,Dollar($),No,No,No,No,3,4,Green,Very Good,340
17303990,Shige Japanese Cuisine,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393
17304741,The Egg Factory,Breakfast,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,422
17304726,Tucanos,Brazilian,40,Dollar($),No,No,No,No,3,4,Green,Very Good,435
17304486,Texas Roadhouse,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,4,Green,Very Good,369
17304533,Brick 29,American,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,487
17316233,Winifreds,"American, Mediterranean, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98
17315883,Biaggi's Ristorante Italiano,"Italian, Pizza",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365
17315995,El Super Burrito,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,190
17316018,Granite City Food & Brewery,"American, Breakfast, Burger",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429
17316038,Irish Democrat,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430
17316771,Taste of India,Indian,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,186
17316201,Thai Moon Restaurant,"Chinese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,220
17316208,Ting's Red Lantern,Chinese,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,347
17316389,Monica's,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,161
17316278,Exotic India,Indian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,160
17316744,Shorts Burger and Shine,Burger,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,820
17316751,The Hamburg Inn No. 2 Inc.,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,488
17316766,Bluebird Diner,"Breakfast, Diner",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,253
17316743,Graze,"American, International, Sushi",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,220
17316374,A & A Pagliai's Pizza,Pizza,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,485
17316381,Atlas World Grill,International,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,428
17316802,BlackStone,"American, Breakfast",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,294
17316416,Devotay,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,No,No,3,4,Green,Very Good,380
17316449,Jimmy Jack's Rib Shack,BBQ,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,259
17316603,Zoeys Pizzeria,"Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,433
16659169,Tokyo Sushi,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,176
17558684,Berry Patch Restaurant,"American, Breakfast, Desserts",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,96
18366580,Sakura Sushi & Grill,"Asian, Japanese",25,Dollar($),No,No,No,No,2,3.1,Orange,Average,6
17330755,Uptown Vietnam cuisine,"Asian, Vietnamese",10,Dollar($),No,No,No,No,1,3.3,Orange,Average,33
17330611,Cafe Le Rue @ The Landings,"American, Seafood, Cajun",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,489
17330609,Mark's City Grille,American,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,345
17330024,B Merrell's,"Burger, Bar Food, Southern",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,149
17330074,Cannon Brewpub,"Pizza, Bar Food",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,330
17330185,Fuji Japanese Steak House,"Japanese, Steak",40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,247
17330397,Ruth Ann's Family Restaurant,"Breakfast, Diner, Southern",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,123
17330735,Samurai Japanese Cuisine & Sushi Bar,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,109
17330676,Wasabi Sushi and Thai,"Japanese, Sushi, Thai",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,134
17330048,Buckhead Bar and Grill,"Seafood, Steak, Vegetarian",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,722
17330604,Burt's Butcher Shoppe and Eatery,Steak,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,213
17330087,Chef Lee's Peking Restaurant,Chinese,25,Dollar($),No,No,No,No,2,4,Green,Very Good,335
17330137,Country's Barbecue,"BBQ, Southern",25,Dollar($),No,No,No,No,2,4,Green,Very Good,353
17330155,Deorio's,"Italian, Pizza",0,Dollar($),No,No,No,No,1,4,Green,Very Good,170
17330309,Mellow Mushroom,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,192
17330311,Meritage,"American, Tapas",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,302
17330615,Mongo The Mongolian Fire Pit,"Asian, Chinese",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,355
17330638,The Black Cow,American,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,287
17330628,Wood Stone,"Italian, Mediterranean, Pizza",40,Dollar($),No,No,No,No,3,4,Green,Very Good,264
17330546,Hunter's Pub,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,235
16643459,Consort Restaurant,"Chinese, Canadian",25,Dollar($),No,No,No,No,2,3,Orange,Average,6
17334434,Thatcher's Barbeque and Grill,"American, BBQ, Southern",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,38
17334348,Christian and Jake's Bistro,"Desserts, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,122
17334213,Dub's High on the Hog,BBQ,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,207
17334355,Sierra's Mexican Restaurant,"Mexican, Tex-Mex",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,66
17334212,Oakwood Cafe,"BBQ, Breakfast, Southern",10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,249
17333797,Chili's Grill & Bar,American,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,63
17334217,Fuji Japanese Steakhouse,"Japanese, Sushi",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,145
17334273,Las Palmas,Mexican,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,83
17334254,Tony's Italian Restaurant & Pizza,Italian,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,116
17333836,Filling Station,"American, Burger",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,122
17334197,Five Guys Burgers and Fries,Fast Food,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,142
17333882,Los Pablos,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,114
17334211,Kobe Hibachi & Sushi,"American, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,214
17334390,Soho Hibachi,Japanese,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,116
17334034,Thai Garden,Thai,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,111
17334414,Southern Bliss Bakery,"Desserts, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,25
17334082,Bailey's Bar-B-Que,BBQ,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,128
17334364,Farm To Fork,"American, Diner, Southern",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244
17334398,Home Plate Grill,"American, BBQ, Southern",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,112
17334219,Pie Slingers Pizzeria,"Italian, Pizza",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,144
17335173,Olive Tree Cafe,"Indian, Mediterranean, Middle Eastern",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,166
17335195,"Red Ginger Sushi, Grill & Bar","Sushi, Teriyaki",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,208
17335225,Crust Stone Oven Pizza,"Burger, Pizza",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,136
17335219,Jimmy's Pancake House,"American, Breakfast, Greek",10,Dollar($),No,No,No,No,1,4,Green,Very Good,85
17334965,Trattoria Tiramisu,Italian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,117
17335189,Prairie Grille at SteepleGate Inn,"American, Breakfast",25,Dollar($),No,No,No,No,2,3.4,Orange,Average,53
17335156,Tantra Asian Bistro,Asian,25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,474
17334717,Chick-fil-A,Fast Food,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,125
17334752,Duck City Bistro,"American, French",70,Dollar($),No,No,No,No,4,3.7,Yellow,Good,201
18453427,Frick's Tap,"American, Bar Food, BBQ",25,Dollar($),No,No,No,No,2,0,White,Not rated,2
17793744,Los Agaves,Mexican,25,Dollar($),No,No,No,No,2,0,White,Not rated,3
